"The New Rules of Marketing & PR : How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly"
"Philosophy in the Modern World: A New History of Western Philosophy, Volume 4 (New History of Western Philosophy)"
The New International Dictionary of New Testament Theology (4 Volume Set)
The New Testament in Greek IV (New Testament Tools and Studies)
The New Oxford Annotated Bible with Apocrypha: New Revised Standard Version
Ancient Philosophy: A New History of Western Philosophy Volume 1 (New History of Western Philosophy)
New Headway: Beginner: Student's Book (New Headway English Course)
The Rise of Modern Philosophy: A New History of Western Philosophy Volume 3 (New History of Western
"The Pizza Bible: The World's Favorite Pizza Styles, from Neapolitan, Deep-Dish, Wood-Fired, Sicilian, Calzones and Focaccia to New York, New Haven, Detroit, and more"
"The New Golden Dawn Ritual Tarot: Keys to the Rituals, Symbolism, Magic and Divination (Llewellyn’s New Age Tarot Series)"
New Sales. Simplified.: The Essential Handbook for Prospecting and New Business Development
From Jesus to the New Testament: Early Christian Theology and the Origin of the New Testament Canon
The Gospel According to John (The New International Commentary on the New Testament)
The New Oxford Annotated Bible : New Revised Standard Version—An Ecumenical Study Bible
How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness
Putting the Power of Your Subconscious Mind to Work: Reach New Levels of Career Success Using the Power of Your Subconscious Mind
"The New Trading for a Living: Psychology, Discipline, Trading Tools and Systems, Risk Control, Trade Management (Wiley Trading)"
"The New York Times Book of New York: Stories of the People, the Streets, and the Life of the City"
